"","past_pat_year","past_pat","pasture_id","patch_id","year","HESP_1","HESP_2","HESP_3","HESP_4","HESP_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"616","STE_N_2009","STE_N","STE","N",2009,0,0,0,0,0,0.63,0.88,0.38,0.13,0.13,1,3,3,1,1,152,159,169,173,183,8.5,7.58333333333333,6.58333333333333,8.81666666666667,6.51666666666667,"EH","JO","JL","EH","FP",1.89,188.72
"617","STE_N_2010","STE_N","STE","N",2010,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,4,3,4,1,3,142,148,165,180,189,8.05,8.01666666666667,8.15,9.23333333333333,9.25,"SR","SR","SR","TL","SR",2,200
"618","STE_N_2011","STE_N","STE","N",2011,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,2,3,3,1,3,143,152,158,167,182,7.3,9.1,6.95,8.18333333333333,9.06666666666667,"SR","SR","CP","SR","SR",2,200
"619","STE_N_2013","STE_N","STE","N",2013,0,0,0,0,0,0.13,0.88,0.63,0.13,0.63,4,1,3,3,3,144,156,163,181,189,8.66666666666667,9.18333333333333,9.58333333333333,8.86666666666667,9.31666666666667,"SR","AM","CD","AM","SR",2,200
"620","STE_N_2015","STE_N","STE","N",2015,0,0,0,0,0,0.13,0.63,0.13,0.13,0.38,3,3,2,4,2,147,157,170,194,214,6.71666666666667,8.58333333333333,6.08333333333333,6.51666666666667,8.53333333333333,"SR","SR","BSV","SR","JJC",2,200
"621","STE_N_2016","STE_N","STE","N",2016,0,0,0,0,0,0.13,0.13,0.38,0.38,0.38,2,2,1,2,1,149,164,180,192,212,6.25,9.01666666666667,7.2,9.41666666666667,6.58333333333333,"SR","JJC","SBN","JJC","ACW",2,200
"622","STE_N_2018","STE_N","STE","N",2018,0,0,0,NA,0,0.13,0.88,0.88,0.37,0.63,4,4,1,2.29,3,146,160,174,182.77,199,7.96666666666667,6.38333333333333,6.4,7.79,8.4,"SR","JJC","TMS",NA,"JJC",2,200
"623","STE_S_2007","STE_S","STE","S",2007,0,0,0,0,0,0.13,0.88,0.13,0.13,0.13,1,3,1,2,2,145,150,166,177,183,8.16666666666667,7.98333333333333,7.86666666666667,6.68333333333333,8,"MN","CB","JF","FP","CW",3.92,392
"624","STE_S_2008","STE_S","STE","S",2008,0,0,0,0,0,0.13,0.38,0.13,0.88,0.88,2,2,1,2,1,133,136,142,156,161,8.05,9.35,8.38333333333333,7.66666666666667,7.9,"JF","CW","SR","CW","CW",3.92,392
"625","STE_S_2009","STE_S","STE","S",2009,0,0,0,0,0,0.63,0.38,0.38,0.13,0.13,1,3,3,1,2,152,159,169,173,183,8.65,7.3,6.7,9.03333333333333,6.63333333333333,"EH","JO","JL","EH","FP",3.92,392
"626","STE_S_2010","STE_S","STE","S",2010,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,4,2,4,1,3,142,148,165,180,189,8.63333333333333,8.65,8.8,8.93333333333333,10.15,"SR","SR","SR","TL","SR",3,300
"627","STE_S_2011","STE_S","STE","S",2011,0,0,0,0,0,0.13,0.13,0.13,0.38,0.37,3,3,4,1,3,143,152,158,167,182,7.91666666666667,9.65,7.58333333333333,8.78333333333333,9.58333333333333,"SR","SR","CP","SR","SR",3,300
"628","STE_S_2012","STE_S","STE","S",2012,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,3,3,2,4,3,142,150,159,170,178,9.98333333333333,8.13333333333333,8.46666666666667,7.41666666666667,7.53333333333333,"SR","CD","SR","CD","SR",3,300
"629","STE_S_2013","STE_S","STE","S",2013,0,0,0,0,0,0.13,0.88,0.63,0.13,0.63,3,1,3,3,3,144,156,163,181,189,9.08333333333333,9.03333333333333,9.46666666666667,8.7,9.23333333333333,"SR","AM","CD","AM","SR",3,300
"630","STE_S_2014","STE_S","STE","S",2014,0,0,0,0,0,0.38,0.38,0.88,0.38,0.38,3,3,4,3,2,140,151,163,181,199,6.4,9.48333333333333,8.05,8.83333333333333,8.1,"CD","CD","CD","CD","CD",3,300
"631","STE_S_2015","STE_S","STE","S",2015,0,0,0,0,0,0.13,0.63,0.13,0.13,0.38,3,3,2,4,2,147,157,170,194,214,6.56666666666667,9.1,6.81666666666667,7.11666666666667,9.53333333333333,"SR","SR","BSV","SR","JJC",3,300
"632","STE_S_2016","STE_S","STE","S",2016,0,0,0,0,0,0.13,0.13,0.38,0.38,0.38,3,2,1,2,1,149,164,180,192,212,6.86666666666667,9.71666666666667,8.4,8.43333333333333,6.98333333333333,"SR","JJC","SBN","JJC","ACW",3,300
"633","STE_S_2017","STE_S","STE","S",2017,0,0,0,0,0,0.63,0.38,0.13,0.38,0.13,2,2,2,2,2,149,163,175,188,202,7.86666666666667,7.15,7.25,6.78333333333333,7.46666666666667,"JJC","JD","ALL","JD","JJC",3,300
"634","STE_W_2007","STE_W","STE","W",2007,0,0,0,0,0,0.13,0.88,0.13,0.13,0.13,1,2,1,1,2,145,150,166,177,183,8.81666666666667,8.01666666666667,8.3,6.11666666666667,8.31666666666667,"MN","FP","JF","FP","CW",6.94,693.68
"635","STE_W_2010","STE_W","STE","W",2010,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,4,2,4,1,3,142,148,165,180,189,8.18333333333333,8.18333333333333,8.26666666666667,8.43333333333333,9.38333333333333,"SR","SR","SR","TL","SR",6,600
"636","STE_W_2013","STE_W","STE","W",2013,0,0,0,0,0,0.13,0.88,0.38,0.13,0.63,4,1,3,3,3,144,156,163,181,189,8.75,8.38333333333333,8.58333333333333,8.03333333333333,8.8,"SR","AM","CD","AM","SR",6,600
"637","STE_W_2014","STE_W","STE","W",2014,0,0,0,0,0,0.38,0.63,0.88,0.38,0.38,3,3,4,4,2,140,151,163,181,199,5.98333333333333,9.06666666666667,7.58333333333333,8.28333333333333,7.56666666666667,"CD","CD","CD","CD","CD",6,600
"638","STE_W_2015","STE_W","STE","W",2015,0,0,0,0,0,0.13,0.63,0.13,0.13,0.38,3,3,2,4,2,147,157,170,194,214,7,8.68333333333333,6.26666666666667,6.61666666666667,8.98333333333333,"SR","SR","BSV","SR","JJC",6,600
"639","STE_W_2016","STE_W","STE","W",2016,0,0,0,0,0,0.13,0.13,0.38,0.38,0.38,2,2,2,2,1,149,164,180,192,212,6.38333333333333,9.21666666666667,7.73333333333333,8.86666666666667,7.78333333333333,"SR","JJC","SBN","JJC","ACW",6,600
"640","STE_W_2018","STE_W","STE","W",2018,0,0,0,0,0,0.13,0.88,0.88,0.13,0.63,4,3,1,1,4,146,160,174,189,199,7.28333333333333,6.81666666666667,6.8,6.48333333333333,8.71666666666667,"SR","JJC","TMS","BJE","JJC",6,600
